13:17:10, 10.20%, 3%, 2.72 Gb, 0.32 Gb, 4.21 W
13:17:57, 6.99%, 3%, 3.64 Gb, 3.76 Gb, 4.33 W
13:17:57, 7.11%, 3%, 3.63 Gb, 3.76 Gb, 4.33 W
13:17:57, 7.05%, 3%, 3.63 Gb, 3.76 Gb, 4.36 W
13:17:57, 7.04%, 2%, 3.62 Gb, 3.76 Gb, 4.36 W
13:17:57, 7.15%, 2%, 3.61 Gb, 3.76 Gb, 4.28 W
13:17:57, 6.86%, 2%, 3.60 Gb, 3.76 Gb, 4.28 W
13:17:57, 7.09%, 2%, 3.61 Gb, 3.76 Gb, 4.14 W
13:17:57, 7.04%, 1%, 3.61 Gb, 3.76 Gb, 4.14 W
13:17:58, 7.11%, 1%, 3.62 Gb, 3.76 Gb, 4.14 W
13:17:58, 7.22%, 1%, 3.63 Gb, 3.76 Gb, 4.14 W
13:17:58, 7.17%, 1%, 3.61 Gb, 3.76 Gb, 4.16 W
13:17:58, 7.21%, 4%, 3.62 Gb, 3.76 Gb, 4.16 W
13:17:58, 7.34%, 4%, 3.62 Gb, 3.76 Gb, 4.26 W
13:17:58, 7.24%, 4%, 3.61 Gb, 3.76 Gb, 4.26 W
13:17:58, 7.12%, 4%, 3.62 Gb, 3.76 Gb, 4.45 W
13:17:58, 7.11%, 42%, 3.62 Gb, 3.76 Gb, 4.45 W
13:17:58, 7.23%, 42%, 3.62 Gb, 3.76 Gb, 4.37 W
13:17:58, 7.18%, 42%, 3.63 Gb, 3.76 Gb, 4.37 W
13:17:58, 7.45%, 42%, 3.63 Gb, 3.76 Gb, 4.37 W
13:17:58, 7.58%, 7%, 3.62 Gb, 3.76 Gb, 4.37 W
13:17:58, 7.55%, 7%, 3.62 Gb, 3.76 Gb, 4.53 W
13:17:58, 7.54%, 7%, 3.62 Gb, 3.76 Gb, 4.53 W
13:17:58, 7.61%, 33%, 3.62 Gb, 3.76 Gb, 4.58 W
13:17:58, 7.67%, 33%, 3.62 Gb, 3.76 Gb, 4.58 W
13:17:58, 7.60%, 33%, 3.61 Gb, 3.76 Gb, 4.58 W
13:17:58, 7.61%, 33%, 3.62 Gb, 3.76 Gb, 4.58 W
13:17:58, 7.75%, 33%, 3.65 Gb, 3.76 Gb, 4.78 W
13:17:59, 7.75%, 33%, 3.65 Gb, 3.76 Gb, 4.78 W
13:17:59, 7.75%, 33%, 3.65 Gb, 3.76 Gb, 4.93 W
13:17:59, 7.87%, 33%, 3.64 Gb, 3.76 Gb, 4.93 W
13:17:59, 7.92%, 9%, 3.64 Gb, 3.76 Gb, 4.87 W
13:17:59, 7.96%, 9%, 3.62 Gb, 3.76 Gb, 4.91 W
13:17:59, 8.04%, 9%, 3.63 Gb, 3.76 Gb, 4.91 W
13:17:59, 7.86%, 9%, 3.63 Gb, 3.76 Gb, 4.95 W
13:17:59, 7.86%, 27%, 3.64 Gb, 3.76 Gb, 4.95 W
13:17:59, 7.86%, 27%, 3.64 Gb, 3.76 Gb, 4.89 W
13:17:59, 7.97%, 27%, 3.65 Gb, 3.76 Gb, 4.89 W
13:17:59, 7.70%, 27%, 3.67 Gb, 3.76 Gb, 4.99 W
13:17:59, 7.77%, 17%, 3.67 Gb, 3.76 Gb, 4.99 W
13:17:59, 7.80%, 17%, 3.66 Gb, 3.76 Gb, 5.08 W
13:17:59, 7.62%, 17%, 3.66 Gb, 3.76 Gb, 5.08 W
13:17:59, 7.74%, 17%, 3.65 Gb, 3.76 Gb, 4.97 W
13:17:59, 7.62%, 14%, 3.66 Gb, 3.76 Gb, 4.97 W
13:17:59, 7.74%, 14%, 3.66 Gb, 3.76 Gb, 4.99 W
13:17:59, 7.67%, 14%, 3.66 Gb, 3.76 Gb, 4.99 W
13:17:59, 7.55%, 14%, 3.68 Gb, 3.76 Gb, 5.08 W
13:17:59, 7.42%, 17%, 3.67 Gb, 3.76 Gb, 5.08 W
13:18:00, 7.55%, 17%, 3.67 Gb, 3.76 Gb, 4.99 W
13:18:00, 7.44%, 17%, 3.66 Gb, 3.76 Gb, 4.99 W
13:18:00, 7.68%, 17%, 3.69 Gb, 3.76 Gb, 5.04 W
13:18:00, 7.87%, 30%, 3.70 Gb, 3.76 Gb, 5.04 W
13:18:00, 7.80%, 30%, 3.70 Gb, 3.76 Gb, 5.17 W
13:18:00, 7.62%, 30%, 3.70 Gb, 3.76 Gb, 5.17 W
13:18:00, 7.80%, 30%, 3.71 Gb, 3.76 Gb, 5.09 W
13:18:00, 7.67%, 22%, 3.71 Gb, 3.76 Gb, 5.09 W
13:18:00, 7.67%, 22%, 3.71 Gb, 3.76 Gb, 4.94 W
13:18:00, 7.61%, 22%, 3.70 Gb, 3.76 Gb, 4.94 W
13:18:00, 7.74%, 22%, 3.68 Gb, 3.76 Gb, 4.94 W
13:18:00, 7.75%, 28%, 3.67 Gb, 3.76 Gb, 4.94 W
